Market_Region,Date,ReExports,Domestic_Exports,Imports
Yemen,2024-06-01,0.3,0,0.2
Yemen,2024-05-01,0.3,0.8,0.2
Yemen,2024-04-01,0.2,0.6,0
Yemen,2024-03-01,0.3,1.3,0
Yemen,2024-02-01,0.8,1,0
Yemen,2024-01-01,0.1,0.6,0
Yemen,2023-12-01,0.8,1.1,0.1
Yemen,2023-11-01,0.5,0.2,0
Yemen,2023-10-01,0.6,0.8,0.2
Yemen,2023-09-01,0.3,1.7,0
Yemen,2023-08-01,0.4,1,0.2
Yemen,2023-07-01,0.3,0.7,0.1
Yemen,2023-06-01,0.9,1.5,0.3
Yemen,2023-05-01,0.5,0.5,0
Yemen,2023-04-01,0.2,1.7,1.2
Yemen,2023-03-01,0.3,1,0.1
Yemen,2023-02-01,0.2,0.3,0
Yemen,2023-01-01,0.4,0.7,0.2
Yemen,2022-12-01,0.3,0.3,0.6
Yemen,2022-11-01,0.4,0.9,0.1
Yemen,2022-10-01,0.3,0.4,0.3
Yemen,2022-09-01,0.9,0.6,0
Yemen,2022-08-01,0.3,1.1,0.2
Yemen,2022-07-01,0.5,0.1,0.5
Yemen,2022-06-01,0.7,0.4,0.2
Yemen,2022-05-01,0.2,0.1,0.6
Yemen,2022-04-01,0,0.3,0.3
Yemen,2022-03-01,0.6,0.7,0.2
Yemen,2022-02-01,0.5,0.8,0.5
Yemen,2022-01-01,0.1,0.7,0
Yemen,2021-12-01,0.8,0.8,0.7
Yemen,2021-11-01,0.3,0.3,0.6
Yemen,2021-10-01,0,0.7,1.8
Yemen,2021-09-01,0.2,0.9,1
Yemen,2021-08-01,0.6,0.9,0.1
Yemen,2021-07-01,0.3,0.3,1
Yemen,2021-06-01,0.3,0.8,0
Yemen,2021-05-01,0.5,0.4,0.5
Yemen,2021-04-01,1,0.7,0.1
Yemen,2021-03-01,0.9,0.8,0
Yemen,2021-02-01,0.4,0.6,0.5
Yemen,2021-01-01,1.5,1.3,0
Yemen,2020-12-01,0.3,0.3,0.9
Yemen,2020-11-01,0.8,1.1,0.3
Yemen,2020-10-01,1.1,0.9,2.2
Yemen,2020-09-01,0.4,1,1.1
Yemen,2020-08-01,0.2,0.2,35.1
Yemen,2020-07-01,0.6,0.8,0.1
Yemen,2020-06-01,0.4,0.3,0.6
Yemen,2020-05-01,0.1,0.5,0.3
Yemen,2020-04-01,0.4,0.5,0.1
Yemen,2020-03-01,2.3,1,0.2
Yemen,2020-02-01,0.6,0.9,0.1
Yemen,2020-01-01,0.3,0.4,0.1
Yemen,2019-12-01,0.9,0.8,0.9
Yemen,2019-11-01,0,0.6,0.4
Yemen,2019-10-01,0.5,0.9,0.8
Yemen,2019-09-01,2.3,0.4,0.5
Yemen,2019-08-01,1.7,0.1,0
Yemen,2019-07-01,0.8,0.5,0.3
Yemen,2019-06-01,0.5,0.6,0.1
Yemen,2019-05-01,0.5,0.5,0.4
Yemen,2019-04-01,0.5,1.9,0.5
Yemen,2019-03-01,0.4,0.7,0.6
Yemen,2019-02-01,0.6,0.2,0
Yemen,2019-01-01,0.1,0.4,0.4
Yemen,2018-12-01,0.1,0,0.2
Yemen,2018-11-01,0.7,1.1,0.2
Yemen,2018-10-01,0.6,0.6,0.3
Yemen,2018-09-01,0.4,1.3,0.3
Yemen,2018-08-01,0.5,1,0.4
Yemen,2018-07-01,0.5,0.4,0.3
Yemen,2018-06-01,0.5,0.4,0.4
Yemen,2018-05-01,0.7,0.8,0.2
Yemen,2018-04-01,0.8,0.2,0.3
Yemen,2018-03-01,0.9,1,0.3
Yemen,2018-02-01,0.3,0.3,0.2
Yemen,2018-01-01,0.2,0.4,0.2
Yemen,2017-12-01,1.2,1,0.6
Yemen,2017-11-01,0.3,0.5,0.9
Yemen,2017-10-01,1.3,0.8,0.3
Yemen,2017-09-01,0.1,0.5,0.5
Yemen,2017-08-01,1.1,0.6,0.8
Yemen,2017-07-01,0.3,0.9,0.2
Yemen,2017-06-01,0.3,0.9,0.6
Yemen,2017-05-01,0.4,0.3,0
Yemen,2017-04-01,0.3,0.3,0.4
Yemen,2017-03-01,0.4,1.7,0.6
Yemen,2017-02-01,1,0.9,0.5
Yemen,2017-01-01,1,1,0.1
Yemen,2016-12-01,0.9,0.8,0.4
Yemen,2016-11-01,0.5,0.6,0.7
Yemen,2016-10-01,0.4,0.3,0
Yemen,2016-09-01,0.8,0.7,0.6
Yemen,2016-08-01,0.6,0.8,0.3
Yemen,2016-07-01,0.8,0.6,0
Yemen,2016-06-01,0.1,0.7,0
Yemen,2016-05-01,1,1,0.2
Yemen,2016-04-01,4.1,0.9,0
Yemen,2016-03-01,2.3,1.1,0
Yemen,2016-02-01,0.5,0.4,0
Yemen,2016-01-01,0.3,0.7,0.4
Yemen,2015-12-01,0,0.9,0.2
Yemen,2015-11-01,0.2,0.3,0.4
Yemen,2015-10-01,15.7,0,0.1
Yemen,2015-09-01,0.1,0.3,0.1
Yemen,2015-08-01,0.1,0.7,0.2
Yemen,2015-07-01,0.1,1.1,0
Yemen,2015-06-01,0.3,0.1,0.1
Yemen,2015-05-01,0.1,0,0.2
Yemen,2015-04-01,0.2,0.7,0
Yemen,2015-03-01,1.7,1.7,0.1
Yemen,2015-02-01,24.2,1,0.2
Yemen,2015-01-01,0.5,3.5,0.3
Yemen,2014-12-01,0.5,1.2,0.2
Yemen,2014-11-01,0.5,1.4,0.3
Yemen,2014-10-01,1.3,1.3,0
Yemen,2014-09-01,0.4,1.4,0.3
Yemen,2014-08-01,2.1,7,0.1
Yemen,2014-07-01,1.8,1.4,0
Yemen,2014-06-01,1.8,1.6,0
Yemen,2014-05-01,1.6,1.7,1.3
Yemen,2014-04-01,2.6,3.4,0.2
Yemen,2014-03-01,5,3.9,0.2
Yemen,2014-02-01,77.8,2.5,90.9
Yemen,2014-01-01,1.7,1.8,36
Yemen,2013-12-01,0.6,2,0.6
Yemen,2013-11-01,1.3,1.6,111.2
Yemen,2013-10-01,1.6,2.9,0.4
Yemen,2013-09-01,1.8,3.4,0.5
Yemen,2013-08-01,1.5,2.2,18.8
Yemen,2013-07-01,1,3.1,106.8
Yemen,2013-06-01,3.5,1.9,38.5
Yemen,2013-05-01,24.2,73.7,0.5
Yemen,2013-04-01,28.5,4.8,0.2
Yemen,2013-03-01,1,2,0.2
Yemen,2013-02-01,0.6,49.7,0.3
Yemen,2013-01-01,2.4,47.8,0.1
Yemen,2012-12-01,1.6,1.9,0.4
Yemen,2012-11-01,5.8,68.7,0.5
Yemen,2012-10-01,20.1,28.7,0.5
Yemen,2012-09-01,1.1,1.5,1
Yemen,2012-08-01,3.1,2.1,0.6
Yemen,2012-07-01,26.1,133.6,0.2
Yemen,2012-06-01,1,1.4,0.9
Yemen,2012-05-01,2,37.6,0.3
Yemen,2012-04-01,1.2,43.3,0.8
Yemen,2012-03-01,31.2,67.3,0.3
Yemen,2012-02-01,3.2,1.4,0.3
Yemen,2012-01-01,1.4,1.8,0.1
Yemen,2011-12-01,2.1,1.7,1.2
Yemen,2011-11-01,0.8,0.5,0.8
Yemen,2011-10-01,1.5,1.3,1.1
Yemen,2011-09-01,1.4,1.8,0.1
Yemen,2011-08-01,0.7,1.1,0.1
Yemen,2011-07-01,1.5,1.9,0.7
Yemen,2011-06-01,0.8,1.1,132.7
Yemen,2011-05-01,1.5,3.8,49.8
Yemen,2011-04-01,1.5,0.8,0.1
Yemen,2011-03-01,1.8,2.3,115.4
Yemen,2011-02-01,1.5,1.2,128
Yemen,2011-01-01,1.5,1.7,0
Yemen,2010-12-01,1.2,2.4,0.4
Yemen,2010-11-01,1,2.4,0.8
Yemen,2010-10-01,0.9,2.3,1.3
Yemen,2010-09-01,0.7,2.4,0
Yemen,2010-08-01,1.9,4.4,102.1
Yemen,2010-07-01,2.3,6.8,0.7
Yemen,2010-06-01,4.1,2.2,0
Yemen,2010-05-01,0.6,2,0.2
Yemen,2010-04-01,1,1.7,0.3
Yemen,2010-03-01,3.1,1.6,0.1
Yemen,2010-02-01,1.9,2,0.1
Yemen,2010-01-01,1.7,1.3,0.2
Yemen,2009-12-01,1.2,1.7,0.3
Yemen,2009-11-01,0.7,1.3,0.2
Yemen,2009-10-01,1.4,1.3,101.6
Yemen,2009-09-01,1.7,1.9,0.5
Yemen,2009-08-01,1.7,31.7,2.4
Yemen,2009-07-01,1.8,27,0.8
Yemen,2009-06-01,1.6,5.8,0.3
Yemen,2009-05-01,3.1,1.9,1.2
Yemen,2009-04-01,2.7,2.6,1.5
Yemen,2009-03-01,1.8,2.5,0.3
Yemen,2009-02-01,4,2.3,75
Yemen,2009-01-01,1,0.6,0.6
Yemen,2008-12-01,7.2,3.3,2.2
Yemen,2008-11-01,2.7,5.5,0.6
Yemen,2008-10-01,1.7,5.7,1.5
Yemen,2008-09-01,12.9,145.2,1.3
Yemen,2008-08-01,1.7,62,0.4
Yemen,2008-07-01,1.6,4,2.3
Yemen,2008-06-01,93.3,69.6,0.5
Yemen,2008-05-01,33.9,2.7,1.6
Yemen,2008-04-01,1.9,1.8,1.7
Yemen,2008-03-01,2,3.2,0.8
Yemen,2008-02-01,1.2,2.4,1
Yemen,2008-01-01,0.8,2.7,2.7
Yemen,2007-12-01,1.5,1.8,20.5
Yemen,2007-11-01,3.6,2.7,41.4
Yemen,2007-10-01,2.3,3.5,0.9
Yemen,2007-09-01,2.9,1.7,1.5
Yemen,2007-08-01,3.3,2.5,0.8
Yemen,2007-07-01,1.8,4,1.8
Yemen,2007-06-01,2.8,2.5,1.3
Yemen,2007-05-01,1.8,2.5,2.7
Yemen,2007-04-01,2.4,4.3,0.3
Yemen,2007-03-01,2.3,3.1,20.3
Yemen,2007-02-01,8.9,6.9,0
Yemen,2007-01-01,3.9,4.2,0.6
Yemen,2006-12-01,2.1,3.9,1
Yemen,2006-11-01,2.2,4.3,0.5
Yemen,2006-10-01,2.3,1.7,1.9
Yemen,2006-09-01,10,13.6,1.1
Yemen,2006-08-01,1.2,3,12.4
Yemen,2006-07-01,0.9,2.3,1.2
Yemen,2006-06-01,3.2,4.4,0.7
Yemen,2006-05-01,2.3,3.5,1.1
Yemen,2006-04-01,1.8,3,0.1
Yemen,2006-03-01,3.5,3.4,0.9
Yemen,2006-02-01,1.4,1.9,2.1
Yemen,2006-01-01,0.6,2.6,0.4
Yemen,2005-12-01,1.4,3,1.2
Yemen,2005-11-01,1.5,1.9,0.2
Yemen,2005-10-01,1.5,3.1,1.2
Yemen,2005-09-01,3.5,4.1,3
Yemen,2005-08-01,3,3.5,0.6
Yemen,2005-07-01,1.2,2.5,0.9
Yemen,2005-06-01,2.6,4.7,0.4
Yemen,2005-05-01,0.6,6.1,1.7
Yemen,2005-04-01,1.4,3.7,1.4
Yemen,2005-03-01,1.5,4.5,0.4
Yemen,2005-02-01,1.3,2.2,0.1
Yemen,2005-01-01,2.3,3.1,55.7
Yemen,2004-12-01,1.1,3,0.1
Yemen,2004-11-01,1.4,3.3,1.1
Yemen,2004-10-01,0.9,2.6,1.4
Yemen,2004-09-01,1.9,2,88.8
Yemen,2004-08-01,2.1,4.4,116.6
Yemen,2004-07-01,1.8,3.6,20.2
Yemen,2004-06-01,0.5,5.5,3
Yemen,2004-05-01,1.8,2.3,1.8
Yemen,2004-04-01,1.3,3.2,83.1
Yemen,2004-03-01,2.3,4.2,95
Yemen,2004-02-01,0.4,2.9,104.1
Yemen,2004-01-01,1.7,1.6,87.1
Yemen,2003-12-01,2,2.8,77.7
Yemen,2003-11-01,0.5,1.6,13.2
Yemen,2003-10-01,1.5,3.3,67.2
Yemen,2003-09-01,0.4,2.9,34.7
Yemen,2003-08-01,0.8,1.6,16.4
Yemen,2003-07-01,0.4,2.3,0.3
Yemen,2003-06-01,0.2,2.5,0.7
Yemen,2003-05-01,0.4,2.3,1
Yemen,2003-04-01,0.9,2.1,2.1
Yemen,2003-03-01,2.7,4.2,91
Yemen,2003-02-01,0.4,2,0
Yemen,2003-01-01,0.7,2.1,0.4
Other Markets Asia,2025-01-01,16.9,9.6,109.7
Other Markets Asia,2024-12-01,14.8,10.9,71.5
Other Markets Asia,2024-11-01,25.5,9.6,13.6
Other Markets Asia,2024-10-01,14.6,10.3,1.3
Other Markets Asia,2024-09-01,6.5,7,1.2
Other Markets Asia,2024-08-01,7.5,6.5,1
Other Markets Asia,2024-07-01,21,21.1,1.5
Other Markets Asia,2024-06-01,26.6,11.6,23.4
Other Markets Asia,2024-05-01,15.5,9.1,91.4
Other Markets Asia,2024-04-01,16.7,10.9,9.6
Other Markets Asia,2024-03-01,19.3,5.6,37.5
Other Markets Asia,2024-02-01,22.6,11.1,23.2
Other Markets Asia,2024-01-01,17.5,18.6,0.8
Other Markets Asia,2023-12-01,20.6,8.8,30.8
Other Markets Asia,2023-11-01,24.4,16.5,25.1
Other Markets Asia,2023-10-01,47.5,6,2.7
Other Markets Asia,2023-09-01,28.9,6,2.3
Other Markets Asia,2023-08-01,19.5,18.1,60.3
Other Markets Asia,2023-07-01,11.2,21.8,1.1
Other Markets Asia,2023-06-01,9.2,8.4,21.9
Other Markets Asia,2023-05-01,19.4,3.5,2.6
Other Markets Asia,2023-04-01,8,4.3,1.1
Other Markets Asia,2023-03-01,27.7,17.3,172.9
Other Markets Asia,2023-02-01,8.7,6.1,2.7
Other Markets Asia,2023-01-01,6.1,10,0.9
Other Markets Asia,2022-12-01,8,5.3,61.1
Other Markets Asia,2022-11-01,6.1,8.4,95.7
Other Markets Asia,2022-10-01,6.8,7,0.5
Other Markets Asia,2022-09-01,6.8,7.8,1.2
Other Markets Asia,2022-08-01,7.8,5.3,64.6
Other Markets Asia,2022-07-01,6.2,10.8,24.5
Other Markets Asia,2022-06-01,8.5,14,5.8
Other Markets Asia,2022-05-01,4.4,10.9,0.7
Other Markets Asia,2022-04-01,6.6,10.9,1.3
Other Markets Asia,2022-03-01,5.5,25.9,1.3
Other Markets Asia,2022-02-01,5.3,9.5,1.2
Other Markets Asia,2022-01-01,7.2,18.4,0.6
Other Markets Asia,2021-12-01,5.2,17.5,1.3
Other Markets Asia,2021-11-01,5.7,3.5,76.5
Other Markets Asia,2021-10-01,11,8.7,300.4
Other Markets Asia,2021-09-01,4.3,6.9,1.2
Other Markets Asia,2021-08-01,14.8,8.8,37.8
Other Markets Asia,2021-07-01,6.2,17.4,0.8
Other Markets Asia,2021-06-01,5.3,20.7,0.6
Other Markets Asia,2021-05-01,7.5,7.6,30.9
Other Markets Asia,2021-04-01,5.1,5.3,57.5
Other Markets Asia,2021-03-01,7,7,0.6
Other Markets Asia,2021-02-01,4.5,4,46.2
Other Markets Asia,2021-01-01,6,14.3,0.8
Other Markets Asia,2020-12-01,11.4,12.5,1.5
Other Markets Asia,2020-11-01,5.2,7,1.6
Other Markets Asia,2020-10-01,12.9,9.4,1.4
Other Markets Asia,2020-09-01,6.7,5.9,67.2
Other Markets Asia,2020-08-01,49.6,7.4,1.1
Other Markets Asia,2020-07-01,13.2,9.6,1.2
Other Markets Asia,2020-06-01,9.9,6,0.7
Other Markets Asia,2020-05-01,3.1,4,0.7
Other Markets Asia,2020-04-01,5.6,13.4,14.9
Other Markets Asia,2020-03-01,10.1,6.1,0.8
Other Markets Asia,2020-02-01,5.6,6.3,46.5
Other Markets Asia,2020-01-01,12.4,13.1,4.4
Other Markets Asia,2019-12-01,11.6,10.5,29.7
Other Markets Asia,2019-11-01,6.4,8.2,17.8
Other Markets Asia,2019-10-01,7.9,8.7,82.7
Other Markets Asia,2019-09-01,5.9,5.6,0.8
Other Markets Asia,2019-08-01,7.5,6.2,1.7
Other Markets Asia,2019-07-01,12.1,4.1,1.2
Other Markets Asia,2019-06-01,13.8,11.1,0.6
Other Markets Asia,2019-05-01,19.1,6.2,1.2
Other Markets Asia,2019-04-01,5.6,8.1,1
Other Markets Asia,2019-03-01,5.2,5.8,1.6
Other Markets Asia,2019-02-01,3.6,7.5,1.8
Other Markets Asia,2019-01-01,11.7,11.8,1.7
Other Markets Asia,2018-12-01,5.1,8,5.8
Other Markets Asia,2018-11-01,24.9,6.3,4.5
Other Markets Asia,2018-10-01,6.6,6.2,1.3
Other Markets Asia,2018-09-01,19,5.3,5
Other Markets Asia,2018-08-01,9.2,4.7,1.1
Other Markets Asia,2018-07-01,9.6,6.7,1.6
Other Markets Asia,2018-06-01,8.2,3,0.9
Other Markets Asia,2018-05-01,4.3,4.7,2.1
Other Markets Asia,2018-04-01,3.7,5.2,30.3
Other Markets Asia,2018-03-01,4.9,8.8,33.4
Other Markets Asia,2018-02-01,3.6,4.1,0.8
Other Markets Asia,2018-01-01,6,4.8,2.1
Other Markets Asia,2017-12-01,11.5,12.6,28.9
Other Markets Asia,2017-11-01,8.3,6.3,22.5
Other Markets Asia,2017-10-01,5.7,7.5,51.1
Other Markets Asia,2017-09-01,6.3,5.5,1.6
Other Markets Asia,2017-08-01,7,5.2,1.7
Other Markets Asia,2017-07-01,8.1,8,1.3
Other Markets Asia,2017-06-01,6.2,8.1,2.8
Other Markets Asia,2017-05-01,13.7,7.1,1.2
Other Markets Asia,2017-04-01,5.1,3.6,0.5
Other Markets Asia,2017-03-01,7.1,6.1,1.7
Other Markets Asia,2017-02-01,4.4,3.6,3
Other Markets Asia,2017-01-01,5,8.7,0.6
Other Markets Asia,2016-12-01,6.9,12,1.1
Other Markets Asia,2016-11-01,5.4,5.4,1.6
Other Markets Asia,2016-10-01,5.8,7.4,1.5
Other Markets Asia,2016-09-01,5.4,20.3,0.7
Other Markets Asia,2016-08-01,6.3,7.2,1.3
Other Markets Asia,2016-07-01,5.9,11.6,0.9
Other Markets Asia,2016-06-01,9.9,6.8,1.7
Other Markets Asia,2016-05-01,6.6,4.1,1.9
Other Markets Asia,2016-04-01,7.8,8.8,2.1
Other Markets Asia,2016-03-01,6.4,4,1.5
Other Markets Asia,2016-02-01,4.7,4.8,5.9
Other Markets Asia,2016-01-01,6.4,5.6,1
Other Markets Asia,2015-12-01,7.5,7.8,79.7
Other Markets Asia,2015-11-01,11.1,5.2,45.7
Other Markets Asia,2015-10-01,20.6,9.3,45.5
Other Markets Asia,2015-09-01,13.8,232.8,50.2
Other Markets Asia,2015-08-01,19.1,6,1.3
Other Markets Asia,2015-07-01,10.3,9,83.5
Other Markets Asia,2015-06-01,6.3,12.6,1.5
Other Markets Asia,2015-05-01,9.3,12.2,44.1
Other Markets Asia,2015-04-01,9.1,9.7,1.9
Other Markets Asia,2015-03-01,10.5,12.6,46
Other Markets Asia,2015-02-01,8.6,7,23.8
Other Markets Asia,2015-01-01,108.2,11.6,0.8
Other Markets Asia,2014-12-01,7.4,8.5,1.2
Other Markets Asia,2014-11-01,7.4,11,0.9
Other Markets Asia,2014-10-01,14.4,11.7,1.7
Other Markets Asia,2014-09-01,14.8,15.2,1.5
Other Markets Asia,2014-08-01,12.9,120.6,1.4
Other Markets Asia,2014-07-01,20,8.8,0.7
Other Markets Asia,2014-06-01,7.9,16.5,0.7
Other Markets Asia,2014-05-01,13,8,0.9
Other Markets Asia,2014-04-01,9.9,22.1,0.8
Other Markets Asia,2014-03-01,8.2,11.9,1.6
Other Markets Asia,2014-02-01,8,7.9,0.4
Other Markets Asia,2014-01-01,8.6,8.9,0.5
Other Markets Asia,2013-12-01,13.5,11.4,77.9
Other Markets Asia,2013-11-01,8.5,9.7,1.2
Other Markets Asia,2013-10-01,10.2,8,1.2
Other Markets Asia,2013-09-01,8.5,9.7,0.8
Other Markets Asia,2013-08-01,11.4,10.8,0.6
Other Markets Asia,2013-07-01,11.2,9.1,1.1
Other Markets Asia,2013-06-01,8.8,11.1,8.4
Other Markets Asia,2013-05-01,8,7.8,0.9
Other Markets Asia,2013-04-01,11.3,15.6,1.4
Other Markets Asia,2013-03-01,13.3,11.2,144.6
Other Markets Asia,2013-02-01,8.9,7.9,0.5
Other Markets Asia,2013-01-01,15,9,0.4
Other Markets Asia,2012-12-01,15.2,15.8,0.5
Other Markets Asia,2012-11-01,11.7,12.3,0.6
Other Markets Asia,2012-10-01,9.1,10.1,1
Other Markets Asia,2012-09-01,8.3,7.1,0.3
Other Markets Asia,2012-08-01,7.9,8.8,69.5
Other Markets Asia,2012-07-01,14.2,7.8,39.2
Other Markets Asia,2012-06-01,11.1,7.1,160.6
Other Markets Asia,2012-05-01,8,12.8,0.5
Other Markets Asia,2012-04-01,8.9,10.5,5.1
Other Markets Asia,2012-03-01,8.5,9.5,84
Other Markets Asia,2012-02-01,13.2,8.8,86.4
Other Markets Asia,2012-01-01,9.3,6.4,153.9
Other Markets Asia,2011-12-01,14.5,8.1,1.5
Other Markets Asia,2011-11-01,8.4,9.1,43.9
Other Markets Asia,2011-10-01,10.3,10.6,0.7
Other Markets Asia,2011-09-01,10.5,6.6,0.3
Other Markets Asia,2011-08-01,14.2,8.5,0.4
Other Markets Asia,2011-07-01,10.4,10.3,12.3
Other Markets Asia,2011-06-01,8,9.8,1.1
Other Markets Asia,2011-05-01,13.1,5.6,0.6
Other Markets Asia,2011-04-01,10.7,9.6,1
Other Markets Asia,2011-03-01,10.3,8.8,85.3
Other Markets Asia,2011-02-01,14.7,8.2,54.5
Other Markets Asia,2011-01-01,6.8,12.9,52.8
Other Markets Asia,2010-12-01,7.3,13.6,44
Other Markets Asia,2010-11-01,6.9,6.2,35.3
Other Markets Asia,2010-10-01,9.6,8.7,0.3
Other Markets Asia,2010-09-01,8.3,12.5,0.3
Other Markets Asia,2010-08-01,6.7,9.3,13.9
Other Markets Asia,2010-07-01,6.2,16.4,0.2
Other Markets Asia,2010-06-01,7.9,10,0.1
Other Markets Asia,2010-05-01,8.7,12.6,1.3
Other Markets Asia,2010-04-01,11.3,11.6,1.6
Other Markets Asia,2010-03-01,7.4,8.9,1.7
Other Markets Asia,2010-02-01,5.7,10,1.5
Other Markets Asia,2010-01-01,5.1,14.1,4.3
Other Markets Asia,2009-12-01,10.8,10.2,1.8
Other Markets Asia,2009-11-01,10.1,10.8,2.9
Other Markets Asia,2009-10-01,17.6,6.7,0.9
Other Markets Asia,2009-09-01,5.7,8.3,0.4
Other Markets Asia,2009-08-01,4.1,8.5,0.8
Other Markets Asia,2009-07-01,7.6,7.7,1.9
Other Markets Asia,2009-06-01,4.7,8.6,0.3
Other Markets Asia,2009-05-01,8.3,4.4,1.2
Other Markets Asia,2009-04-01,5.1,9.4,0.3
Other Markets Asia,2009-03-01,7.6,7.1,0.5
Other Markets Asia,2009-02-01,6.1,8.5,0.3
Other Markets Asia,2009-01-01,4.6,11.6,1
Other Markets Asia,2008-12-01,6.2,5.6,0.6
Other Markets Asia,2008-11-01,8.6,8.1,0.9
Other Markets Asia,2008-10-01,6.2,9.9,1.9
Other Markets Asia,2008-09-01,4.5,9.9,2.3
Other Markets Asia,2008-08-01,3.3,9,8.1
Other Markets Asia,2008-07-01,2.9,8.8,3.9
Other Markets Asia,2008-06-01,3.9,5,2.3
Other Markets Asia,2008-05-01,3.4,8.4,1
Other Markets Asia,2008-04-01,5.6,38.9,1
Other Markets Asia,2008-03-01,2.5,4.7,1
Other Markets Asia,2008-02-01,5.9,5,0.9
Other Markets Asia,2008-01-01,4.6,3.6,0.4
Other Markets Asia,2007-12-01,4.2,4.2,1.4
Other Markets Asia,2007-11-01,5.2,13.8,1.1
Other Markets Asia,2007-10-01,5.2,4,2.2
Other Markets Asia,2007-09-01,5.7,5.4,1.5
Other Markets Asia,2007-08-01,4.3,7.4,15.3
Other Markets Asia,2007-07-01,4.3,2.8,9.8
Other Markets Asia,2007-06-01,4.2,4,39.9
Other Markets Asia,2007-05-01,2.8,3.9,5.7
Other Markets Asia,2007-04-01,3,4,4.2
Other Markets Asia,2007-03-01,2.3,4,4.2
Other Markets Asia,2007-02-01,3.4,4.3,2
Other Markets Asia,2007-01-01,2.8,3.9,6.2
Other Markets Asia,2006-12-01,5.6,4.3,4.2
Other Markets Asia,2006-11-01,1.5,4.4,0.5
Other Markets Asia,2006-10-01,1.5,4.4,1.6
Other Markets Asia,2006-09-01,2.6,5.2,3.6
Other Markets Asia,2006-08-01,2.3,5.1,1.1
Other Markets Asia,2006-07-01,2.2,1.7,1.4
Other Markets Asia,2006-06-01,2.1,3.7,22.4
Other Markets Asia,2006-05-01,1.2,4.2,21.5
Other Markets Asia,2006-04-01,1.9,4.7,6.8
Other Markets Asia,2006-03-01,1.6,11.3,4.3
Other Markets Asia,2006-02-01,3.1,5,3.4
Other Markets Asia,2006-01-01,1.1,4,1.4
Other Markets Asia,2005-12-01,2.2,3,2.8
Other Markets Asia,2005-11-01,1.4,2,0.6
Other Markets Asia,2005-10-01,1.1,1.8,2.8
Other Markets Asia,2005-09-01,2.1,2.5,53.6
Other Markets Asia,2005-08-01,1.5,2.7,0.6
Other Markets Asia,2005-07-01,1,2.2,0.4
Other Markets Asia,2005-06-01,1.5,2.4,0.4
Other Markets Asia,2005-05-01,1.1,39.2,0.2
Other Markets Asia,2005-04-01,2.2,1.6,0.8
Other Markets Asia,2005-03-01,2.4,2.4,0.1
Other Markets Asia,2005-02-01,1.5,1.4,0.2
Other Markets Asia,2005-01-01,2,1.9,0.3
Other Markets Asia,2004-12-01,3,1.8,0.4
Other Markets Asia,2004-11-01,1.7,2.3,53.2
Other Markets Asia,2004-10-01,2.4,1.5,61.6
Other Markets Asia,2004-09-01,1.9,2.2,0.5
Other Markets Asia,2004-08-01,3.1,1.5,0.4
Other Markets Asia,2004-07-01,3.6,1.4,86.4
Other Markets Asia,2004-06-01,1.8,0.6,0.8
Other Markets Asia,2004-05-01,2.2,2.2,1
Other Markets Asia,2004-04-01,2.9,1.2,1.1
Other Markets Asia,2004-03-01,2.9,2.2,0.4
Other Markets Asia,2004-02-01,3.5,1.6,0.6
Other Markets Asia,2004-01-01,2.5,0.8,0.6
Other Markets Asia,2003-12-01,2.8,1.2,0.5
Other Markets Asia,2003-11-01,1,2,0
Other Markets Asia,2003-10-01,1.7,1.5,0.4
Other Markets Asia,2003-09-01,1.5,1.8,0.4
Other Markets Asia,2003-08-01,1.2,1.5,1.8
Other Markets Asia,2003-07-01,0.8,2.1,0.6
Other Markets Asia,2003-06-01,0.9,1.5,0.2
Other Markets Asia,2003-05-01,1,1.4,0.7
Other Markets Asia,2003-04-01,1.3,1.5,0.2
Other Markets Asia,2003-03-01,1.9,0.6,0.6
Other Markets Asia,2003-02-01,0.9,1.2,0.3
Other Markets Asia,2003-01-01,1.6,0.9,0.5
Europe,2025-01-01,2315.4,2123.3,6931.2
Europe,2024-12-01,2314.1,2053,7373.9
Europe,2024-11-01,2329,2268.5,7666.3
Europe,2024-10-01,2288,2258.1,7204.6
Europe,2024-09-01,2127.5,2782.3,6825.8
Europe,2024-08-01,1940.6,2015.2,7162.9
Europe,2024-07-01,1966.7,2083.8,7791
Europe,2024-06-01,1840.1,2293.8,6634.3
Europe,2024-05-01,2582.1,2156.4,7970.1
Europe,2024-04-01,2017.4,1950.4,7531.1
Europe,2024-03-01,1940.2,2354.4,7720
Europe,2024-02-01,2057.3,1939.4,7991.5
Europe,2024-01-01,2033.6,2825.2,7763.9
Europe,2023-12-01,1802.4,2392.6,6760.3
Europe,2023-11-01,1957.3,2779.3,7093.4
Europe,2023-10-01,1814.5,2619.7,7815.5
Europe,2023-09-01,2153.8,2370,6996.1
Europe,2023-08-01,2208.3,2163.5,7360.1
Europe,2023-07-01,2087.9,2124.6,8281.2
Europe,2023-06-01,2235.9,2362.4,6945
Europe,2023-05-01,2311.7,2732.6,7556.6
Europe,2023-04-01,2319.1,3353.5,6951.1
Europe,2023-03-01,2697.2,3269.5,8240.5
Europe,2023-02-01,2246.3,2510.4,6669.5
Europe,2023-01-01,2379.9,3003.6,6259.3
Europe,2022-12-01,2319.2,2605.2,7541.8
Europe,2022-11-01,2391,2634.2,7242.8
